workflow_id,title,specialty_id,specialty_name,semantic_aliases_count,matching_terms_count,supporting_terms_count,chips_count,has_autofill,has_source_history_draft,has_scribe_clean_history_template,history_placeholder_count,has_exam_details,has_investigation_options,has_plan_options,has_medication_options,review_required,safety_note,risk_level,risk_reasons,matching_readiness_status,matching_readiness_reasons,scribe_readiness_status,reviewed_by,review_type,date_reviewed,blockers,missing_fields
"endo-fracture-risk-documentation","Fracture risk documentation","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","3","3","139","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-goiter-symptom-review","Goiter symptom review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","147","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-growth-hormone-concern-documentation","Growth hormone concern documentation","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","3","3","139","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-hba1c-result-review","HbA1c result review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","149","23","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-heat-intolerance-endocrine-documentation","Heat intolerance endocrine documentation","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","3","3","139","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-hirsutism-review","Hirsutism review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","146","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-home-glucose-log-review","Home glucose log review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","147","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-hyperglycemia-follow-up","Hyperglycemia follow-up","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","1","2","146","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-hyperthyroidism-follow-up","Hyperthyroidism follow-up","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","1","2","146","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-hypothyroidism-follow-up","Hypothyroidism follow-up","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","1","2","146","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-infertility-hormone-result-review","Infertility hormone result review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","150","23","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-insulin-initiation-documentation-review","Insulin initiation documentation-only review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","1","2","142","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-lipid-disorder-follow-up","Lipid disorder follow-up","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","1","2","146","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-menopause-metabolic-risk-review","Menopause metabolic risk review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","146","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-metabolic-syndrome-documentation","Metabolic syndrome documentation","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","3","3","138","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-osteoporosis-endocrine-follow-up","Osteoporosis endocrine follow-up","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","1","2","145","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-pituitary-result-review","Pituitary result review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","149","23","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-polyuria-polydipsia-documentation","Polyuria polydipsia documentation","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","3","3","139","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-prediabetes-follow-up","Prediabetes follow-up","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","1","2","146","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-prediabetes-review","Prediabetes review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","146","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-prolactin-result-review","Prolactin result review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","149","23","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-referral-documentation","Endocrine referral documentation","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","0","1","139","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","poor","matching terms are sparse | semantic aliases are sparse | semantic aliases missing","needs_review","","","","Clinician review required by source data",""
"endo-short-stature-endocrine-review","Short stature endocrine review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","146","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-testosterone-result-review","Testosterone result review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","149","23","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-thyroid-function-result-review","Thyroid function result review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","149","23","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-thyroid-nodule-documentation","Thyroid nodule documentation","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","3","3","139","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-thyroid-nodule-review","Thyroid nodule review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","147","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-vitamin-d-deficiency-endocrine-follow-up","Vitamin D deficiency endocrine follow-up","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","1","2","145","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-weight-loss-endocrine-review","Weight loss endocrine review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","145","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"endo-weight-management-endocrine-review","Weight management endocrine review","endocrinology_diabetes_metabolic","Endocrinology / Diabetes / Metabolic","2","2","145","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-adenoid-symptom-documentation","Adenoid symptom documentation","ent","ENT","3","3","136","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-audiology-referral-documentation","Audiology referral documentation","ent","ENT","0","1","136","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","poor","matching terms are sparse | semantic aliases are sparse | semantic aliases missing","needs_review","","","","Clinician review required by source data",""
"ent-balance-clinic-follow-up","Balance clinic follow-up","ent","ENT","1","2","143","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-barotrauma-ear-symptoms","Barotrauma ear symptoms","ent","ENT","1","2","136","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","urgent","title keyword: trauma","needs_cleanup","matching terms are sparse | semantic aliases are sparse | urgent workflow requires cautious matching","needs_review","","","","Clinician review required by source data | High-risk workflow requires manual review",""
"ent-bppv-follow-up","BPPV follow-up","ent","ENT","1","2","143","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-cerumen-recurrence-review","Cerumen recurrence review","ent","ENT","2","2","144","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-chronic-cough-ent-contribution","Chronic cough ENT contribution","ent","ENT","2","2","138","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-chronic-rhinitis-follow-up","Chronic rhinitis follow-up","ent","ENT","1","2","143","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-chronic-sinus-symptom-follow-up","Chronic sinus symptom follow-up","ent","ENT","1","2","143","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-deviated-septum-symptoms","Deviated septum symptoms","ent","ENT","1","2","137","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-dysphonia-follow-up","Dysphonia follow-up","ent","ENT","1","2","143","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-ear-canal-itching","Ear canal itching","ent","ENT","2","2","136","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-ear-discharge-follow-up","Ear discharge follow-up","ent","ENT","1","2","143","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-ear-fullness","Ear fullness","ent","ENT","2","2","135","21","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-ear-pain-follow-up","Ear pain follow-up","ent","ENT","1","2","143","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-ear-tube-follow-up","Ear tube follow-up","ent","ENT","1","2","143","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-epistaxis-recurrence-review","Epistaxis recurrence review","ent","ENT","2","2","144","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-eustachian-tube-dysfunction-follow-up","Eustachian tube dysfunction follow-up","ent","ENT","1","2","143","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
"ent-facial-pressure-ent-review","Facial pressure ENT review","ent","ENT","2","2","145","22","true","true","true","6","true","true","true","false","true","Documentation draft only. Clinician review required. | Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation prompts only. Clinician review required. | Documented if assessed. Documented. Documented. Documented. Documentation support only. Clinician review required. | Reviewed if relevant. Reviewed. Reviewed. Reviewed. Documentation prompts only. Clinician review required.","routine","","needs_cleanup","matching terms are sparse | semantic aliases are sparse","needs_review","","","","Clinician review required by source data",""
