"workflow_id","display_name","specialty","risk_tier","source_status","verdict","p0","p1","p2","p3","finding_codes"
"cardio-anticoagulation-documentation","Anticoagulation documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-atypical-chest-discomfort-documentation","Atypical chest discomfort documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-blood-pressure-device-technique-review","Blood pressure device technique review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-bradycardia-documentation","Bradycardia documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-cardiac-rehabilitation-progress-review","Cardiac rehabilitation progress review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-cardiac-risk-review-documentation","Cardiac risk review documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-chest-pain-non-acute-follow-up","Chest pain non-acute follow-up","Cardiology outpatient","tier_4","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-chest-pain-safety-net-documentation","Chest pain safety-net documentation","Cardiology outpatient","tier_4","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-diabetes-cardiac-risk-documentation","Diabetes cardiac risk documentation","Cardiology outpatient","tier_3","source_mapped_with_gaps","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-dizziness-cardiac-screening-documentation","Dizziness cardiac screening documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-doac-review-documentation","DOAC review documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-dyspnea-cardiac-review","Dyspnea cardiac review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-ecg-result-review","ECG result review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-echocardiogram-result-review","Echocardiogram result review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-edema-cardiac-review","Edema cardiac review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-exercise-test-result-review","Exercise test result review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-family-history-cardiac-risk","Family history cardiac risk","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-heart-failure-follow-up","Heart failure follow-up","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-holter-result-review","Holter result review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-home-blood-pressure-review","Home blood pressure review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-hypertension-annual-review","Hypertension annual review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-icd-clinic-documentation","ICD clinic documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-kidney-disease-cardiac-risk-documentation","Kidney disease cardiac risk documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-leg-swelling-differential-documentation","Leg swelling differential documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-lifestyle-counseling-cardiac-documentation","Lifestyle counseling cardiac documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-lipid-follow-up","Lipid follow-up","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-medication-adherence-hypertension-review","Medication adherence hypertension review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-medication-review","Cardiology medication review","Cardiology outpatient","tier_5","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-orthostatic-bp-documentation","Orthostatic BP documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-pacemaker-follow-up-documentation","Pacemaker follow-up documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-palpitations-follow-up","Palpitations follow-up","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-palpitations-review","Palpitations review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-post-cabg-follow-up","Post-CABG follow-up","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-post-cardiology-admission-follow-up","Post-cardiology admission follow-up","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-post-pci-follow-up","Post-PCI follow-up","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-pre-operative-cardiac-review","Pre-operative cardiac review","Cardiology outpatient","tier_3","source_gap","failed","3","1","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P1:HIGH_RISK_UNDERTIERED | P2:GENERIC_PROMPT_DENSITY"
"cardio-pregnancy-cardiac-history-documentation","Pregnancy cardiac history documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-presyncope-documentation","Presyncope documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-pvc-symptom-review","PVC symptom review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-referral-documentation","Cardiology referral documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-smoking-status-cardiac-review","Smoking status cardiac review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-stable-angina-follow-up","Stable angina follow-up","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-statin-tolerance-documentation","Statin tolerance documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-syncope-follow-up","Syncope follow-up","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-tachycardia-documentation","Tachycardia documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-valvular-disease-follow-up","Valvular disease follow-up","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-warfarin-inr-result-review","Warfarin/INR result review","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"cardio-white-coat-hypertension-documentation","White coat hypertension documentation","Cardiology outpatient","tier_3","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-abscess-wound-check","Abscess wound check","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-acne-scar-review","Acne scar review","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-actinic-keratosis","Actinic keratosis","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-alopecia-areata-follow-up","Alopecia areata follow-up","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-burn-scar-review","Burn scar review","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-candidal-intertrigo","Candidal intertrigo","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-cellulitis-follow-up-documentation","Cellulitis follow-up documentation","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-cherry-angioma","Cherry angioma","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-chronic-itch-follow-up","Chronic itch follow-up","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-contact-allergen-review","Contact allergen review","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-cosmetic-skin-concern-documentation","Cosmetic skin concern documentation","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-dandruff-follow-up","Dandruff follow-up","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-dermatology-medication-monitoring","Dermatology medication monitoring","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-diabetic-foot-skin-check","Diabetic foot skin check","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-dry-skin-counseling","Dry skin counseling","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-eczema-flare-follow-up","Eczema flare follow-up","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-epidermoid-cyst","Epidermoid cyst","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-facial-redness-review","Facial redness review","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-folliculitis","Folliculitis","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-fungal-nail-follow-up","Fungal nail follow-up","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-genital-skin-lesion-documentation","Genital skin lesion documentation","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-hair-loss-pattern-review","Hair loss pattern review","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-hand-dermatitis-occupational-review","Hand dermatitis occupational review","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-hidradenitis-symptoms","Hidradenitis symptoms","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-hyperhidrosis","Hyperhidrosis","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-hypertrophic-scar-review","Hypertrophic scar review","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-impetigo-follow-up","Impetigo follow-up","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-ingrown-toenail-skin-review","Ingrown toenail skin review","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-insect-bite-skin-reaction","Insect bite skin reaction","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-intertrigo","Intertrigo","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-keloid-scar-review","Keloid scar review","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
"derm-keratosis-pilaris","Keratosis pilaris","Dermatology","tier_2","source_gap","failed","3","0","1","0","P0:PRECONFIRMED_PRECHECKED_INVESTIGATIONS | P0:PRECONFIRMED_PRECHECKED_PLAN_PHRASES | P0:PRECONFIRMED_PRECHECKED_SYMPTOMS | P2:GENERIC_PROMPT_DENSITY"
