"workflow_number","workflow_id","workflow_title","specialty","item_id","item_category","item_type","item_text","activation_state","current_evidence_status","currently_associated_source_ids","current_uae_applicability_status","safety_classification","clinician_review_required","safety_review_required","candidate_count","candidate_evidence_links"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--preset-prechecked-exam-findings--prechecked-exam-findings-1","speed_preset","preset_prechecked_exam_findings","abdomen soft non-tender","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--preset-prechecked-exam-findings--prechecked-exam-findings-2","speed_preset","preset_prechecked_exam_findings","lower abdominal tenderness","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--preset-prechecked-exam-findings--prechecked-exam-findings-3","speed_preset","preset_prechecked_exam_findings","hyperactive bowel sounds","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--preset-prechecked-plan-phrases--prechecked-plan-phrases-1","speed_preset","preset_prechecked_plan_phrases","ORS advised","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--preset-prechecked-plan-phrases--prechecked-plan-phrases-2","speed_preset","preset_prechecked_plan_phrases","bland diet advised","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--preset-prechecked-plan-phrases--prechecked-plan-phrases-3","speed_preset","preset_prechecked_plan_phrases","anti-diarrheal per clinician plan","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--preset-prechecked-follow-up--prechecked-follow-up-1","speed_preset","preset_prechecked_follow_up","2-3 days if not improving","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--preset-prechecked-follow-up--prechecked-follow-up-2","speed_preset","preset_prechecked_follow_up","sooner if worsening","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--history-draft--default-history-draft","history_draft","history_draft","Patient presents with diarrhea for [duration]. Frequency: [stool_frequency]. Character: [stool_character]. Blood or mucus: [blood_or_mucus_context]. Exposure or travel: [exposure_or_travel_context]. Hydration: [hydration_context]. [Relevant negatives reviewed]. [Additional history].","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","1","[{""workflow_id"":""gp-diarrhea"",""item_id"":""gp-diarrhea--history-draft--default-history-draft"",""source_id"":""dha-telehealth-gastroenteritis-adults-v2-2024"",""official_source_title"":""DHA Telehealth Clinical Guidelines for Virtual Management of Gastroenteritis in Adults – 41"",""official_url"":""https://dha.gov.ae/uploads/032024/41%20-%20DHA%20Telehealth%20Clinical%20Guidelines%20for%20Virtual%20Management%20of%20Gastroenteritis%20in%20Adults2024316937.pdf"",""evidence_location"":{""section_id"":""dha-gastroenteritis-adults-v2-history"",""heading"":""5. Recommendation — clinical manifestations and history"",""locator"":""pages 8–10""},""concise_evidence_summary"":""Defines acute diarrheal illness and records stool frequency, duration, nausea, vomiting, fever, abdominal pain, exposure pattern, and dehydration features."",""exact_relationship"":""The exact adult gastroenteritis history supports these acute diarrhea and associated-symptom fields."",""support_classification"":""partial_support"",""jurisdiction"":""Dubai, United Arab Emirates"",""uae_applicability"":{""classification"":""uae_specific"",""research_assessment"":""Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.""},""evidence_date_provenance"":{""publication_date"":null,""effective_date"":null,""revision_date"":null,""version"":""Version 2; Issue 2; DHA/HRS/HPSD/CG-52"",""verification_date"":""2026-07-11"",""recency_basis"":""weaker_metadata"",""basis_field"":""recency_verification.revision_due"",""basis_raw_value"":""2029-02-21"",""basis_precision"":""day""},""source_recency_status"":""weaker_metadata_current"",""reviewer_required"":true,""safety_review_required"":false,""candidate_status"":""clinician_review_required"",""authority"":{""generated_for"":""qualified_clinician_review"",""approval_status"":""not_approved"",""production_use"":""prohibited_until_qualified_clinician_approval_and_existing_signing_controls_complete"",""autonomous_treatment_recommendation"":false,""dose_invention"":false,""diagnosis_invention"":false,""expansion_beyond_cited_evidence"":false}}]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--temperature-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. Temperature documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--heart-rate-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. Heart rate documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--respiratory-rate-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. Respiratory rate documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--oxygen-saturation-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. Oxygen saturation documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--blood-pressure-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. Blood pressure documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--weight-bmi-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. Weight and BMI documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--general-appearance-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. General appearance documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--hydration-status-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. Hydration status documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--abdominal-exam-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. Abdominal examination documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--abdominal-tenderness-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. Abdominal tenderness documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--examination-prompt--bowel-sounds-gp-diarrhea","exam_prompts","examination_prompt","Documented if assessed or measured. Bowel sounds documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--investigation-documentation-option--1-1-stool-gp-diarrhea","investigation_options","investigation_documentation_option","Reviewed if relevant. Reviewed. Clinician-entered Stool test reviewed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","1","[{""workflow_id"":""gp-diarrhea"",""item_id"":""gp-diarrhea--investigation-documentation-option--1-1-stool-gp-diarrhea"",""source_id"":""dha-telehealth-gastroenteritis-adults-v2-2024"",""official_source_title"":""DHA Telehealth Clinical Guidelines for Virtual Management of Gastroenteritis in Adults – 41"",""official_url"":""https://dha.gov.ae/uploads/032024/41%20-%20DHA%20Telehealth%20Clinical%20Guidelines%20for%20Virtual%20Management%20of%20Gastroenteritis%20in%20Adults2024316937.pdf"",""evidence_location"":{""section_id"":""dha-gastroenteritis-adults-v2-investigations"",""heading"":""7. Investigation/Diagnosis"",""locator"":""pages 11–12""},""concise_evidence_summary"":""Describes history-based assessment and investigation for suspected nonviral or complicated gastroenteritis."",""exact_relationship"":""The exact investigation section supports these options only as clinician-selected or reviewed documentation."",""support_classification"":""partial_support"",""jurisdiction"":""Dubai, United Arab Emirates"",""uae_applicability"":{""classification"":""uae_specific"",""research_assessment"":""Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.""},""evidence_date_provenance"":{""publication_date"":null,""effective_date"":null,""revision_date"":null,""version"":""Version 2; Issue 2; DHA/HRS/HPSD/CG-52"",""verification_date"":""2026-07-11"",""recency_basis"":""weaker_metadata"",""basis_field"":""recency_verification.revision_due"",""basis_raw_value"":""2029-02-21"",""basis_precision"":""day""},""source_recency_status"":""weaker_metadata_current"",""reviewer_required"":true,""safety_review_required"":true,""candidate_status"":""clinician_review_required"",""authority"":{""generated_for"":""qualified_clinician_review"",""approval_status"":""not_approved"",""production_use"":""prohibited_until_qualified_clinician_approval_and_existing_signing_controls_complete"",""autonomous_treatment_recommendation"":false,""dose_invention"":false,""diagnosis_invention"":false,""expansion_beyond_cited_evidence"":false}}]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--investigation-documentation-option--2-1-bloods-gp-diarrhea","investigation_options","investigation_documentation_option","Reviewed if relevant. Reviewed. Clinician-entered Blood tests reviewed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","1","[{""workflow_id"":""gp-diarrhea"",""item_id"":""gp-diarrhea--investigation-documentation-option--2-1-bloods-gp-diarrhea"",""source_id"":""dha-telehealth-gastroenteritis-adults-v2-2024"",""official_source_title"":""DHA Telehealth Clinical Guidelines for Virtual Management of Gastroenteritis in Adults – 41"",""official_url"":""https://dha.gov.ae/uploads/032024/41%20-%20DHA%20Telehealth%20Clinical%20Guidelines%20for%20Virtual%20Management%20of%20Gastroenteritis%20in%20Adults2024316937.pdf"",""evidence_location"":{""section_id"":""dha-gastroenteritis-adults-v2-investigations"",""heading"":""7. Investigation/Diagnosis"",""locator"":""pages 11–12""},""concise_evidence_summary"":""Describes history-based assessment and investigation for suspected nonviral or complicated gastroenteritis."",""exact_relationship"":""The exact investigation section supports these options only as clinician-selected or reviewed documentation."",""support_classification"":""partial_support"",""jurisdiction"":""Dubai, United Arab Emirates"",""uae_applicability"":{""classification"":""uae_specific"",""research_assessment"":""Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.""},""evidence_date_provenance"":{""publication_date"":null,""effective_date"":null,""revision_date"":null,""version"":""Version 2; Issue 2; DHA/HRS/HPSD/CG-52"",""verification_date"":""2026-07-11"",""recency_basis"":""weaker_metadata"",""basis_field"":""recency_verification.revision_due"",""basis_raw_value"":""2029-02-21"",""basis_precision"":""day""},""source_recency_status"":""weaker_metadata_current"",""reviewer_required"":true,""safety_review_required"":true,""candidate_status"":""clinician_review_required"",""authority"":{""generated_for"":""qualified_clinician_review"",""approval_status"":""not_approved"",""production_use"":""prohibited_until_qualified_clinician_approval_and_existing_signing_controls_complete"",""autonomous_treatment_recommendation"":false,""dose_invention"":false,""diagnosis_invention"":false,""expansion_beyond_cited_evidence"":false}}]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--investigation-documentation-option--3-1-vitals-gp-diarrhea","investigation_options","investigation_documentation_option","Reviewed if relevant. Reviewed. Hydration status and vital signs documented.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","1","[{""workflow_id"":""gp-diarrhea"",""item_id"":""gp-diarrhea--investigation-documentation-option--3-1-vitals-gp-diarrhea"",""source_id"":""dha-telehealth-gastroenteritis-adults-v2-2024"",""official_source_title"":""DHA Telehealth Clinical Guidelines for Virtual Management of Gastroenteritis in Adults – 41"",""official_url"":""https://dha.gov.ae/uploads/032024/41%20-%20DHA%20Telehealth%20Clinical%20Guidelines%20for%20Virtual%20Management%20of%20Gastroenteritis%20in%20Adults2024316937.pdf"",""evidence_location"":{""section_id"":""dha-gastroenteritis-adults-v2-investigations"",""heading"":""7. Investigation/Diagnosis"",""locator"":""pages 11–12""},""concise_evidence_summary"":""Describes history-based assessment and investigation for suspected nonviral or complicated gastroenteritis."",""exact_relationship"":""The exact investigation section supports these options only as clinician-selected or reviewed documentation."",""support_classification"":""partial_support"",""jurisdiction"":""Dubai, United Arab Emirates"",""uae_applicability"":{""classification"":""uae_specific"",""research_assessment"":""Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.""},""evidence_date_provenance"":{""publication_date"":null,""effective_date"":null,""revision_date"":null,""version"":""Version 2; Issue 2; DHA/HRS/HPSD/CG-52"",""verification_date"":""2026-07-11"",""recency_basis"":""weaker_metadata"",""basis_field"":""recency_verification.revision_due"",""basis_raw_value"":""2029-02-21"",""basis_precision"":""day""},""source_recency_status"":""weaker_metadata_current"",""reviewer_required"":true,""safety_review_required"":true,""candidate_status"":""clinician_review_required"",""authority"":{""generated_for"":""qualified_clinician_review"",""approval_status"":""not_approved"",""production_use"":""prohibited_until_qualified_clinician_approval_and_existing_signing_controls_complete"",""autonomous_treatment_recommendation"":false,""dose_invention"":false,""diagnosis_invention"":false,""expansion_beyond_cited_evidence"":false}}]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--plan-documentation-option--1-1-oral-gp-diarrhea","plan_options","plan_documentation_option","Oral rehydration advice documented if discussed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--plan-documentation-option--1-2-diet-gp-diarrhea","plan_options","plan_documentation_option","Dietary advice documented if discussed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--plan-documentation-option--2-1-return-gp-diarrhea","plan_options","plan_documentation_option","Return precautions documented if discussed.","conditional","unsupported_legacy_review_required","[]","partial_applicability","escalation_or_safety_net","true","true","0","[]"
"9","gp-diarrhea","Diarrhea","General Medicine / GP","gp-diarrhea--plan-documentation-option--3-1-fup-gp-diarrhea","plan_options","plan_documentation_option","Follow-up documented if arranged.","conditional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"10","gp-constipation","Constipation","General Medicine / GP","gp-constipation--workflow-presentation--chief-complaint","workflow_identity","workflow_presentation","Constipation","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","1","[{""workflow_id"":""gp-constipation"",""item_id"":""gp-constipation--workflow-presentation--chief-complaint"",""source_id"":""dha-telehealth-constipation-v2-2024"",""official_source_title"":""DHA Telehealth Clinical Guidelines for Virtual Management of Constipation – 04"",""official_url"":""https://dha.gov.ae/uploads/032024/04%20-%20DHA%20Telehealth%20Clinical%20Guidelines%20for%20Virtual%20Management%20Of%20Constipation2024324786.pdf"",""evidence_location"":{""section_id"":""dha-constipation-v2-history"",""heading"":""5. Recommendation — constipation history"",""locator"":""pages 9–10""},""concise_evidence_summary"":""Specifies nature, onset, duration, bowel diary, secondary causes, straining, incomplete evacuation, abdominal pain, bleeding, and medication context."",""exact_relationship"":""The exact constipation history section supports these bowel-habit and associated-history fields without supporting the IBS diagnosis label."",""support_classification"":""partial_support"",""jurisdiction"":""Dubai, United Arab Emirates"",""uae_applicability"":{""classification"":""uae_specific"",""research_assessment"":""Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.""},""evidence_date_provenance"":{""publication_date"":null,""effective_date"":null,""revision_date"":null,""version"":""Version 2; Issue 2; DHA/HRS/HPSD/CG-15"",""verification_date"":""2026-07-11"",""recency_basis"":""weaker_metadata"",""basis_field"":""recency_verification.revision_due"",""basis_raw_value"":""2029-02-21"",""basis_precision"":""day""},""source_recency_status"":""weaker_metadata_current"",""reviewer_required"":true,""safety_review_required"":false,""candidate_status"":""clinician_review_required"",""authority"":{""generated_for"":""qualified_clinician_review"",""approval_status"":""not_approved"",""production_use"":""prohibited_until_qualified_clinician_approval_and_existing_signing_controls_complete"",""autonomous_treatment_recommendation"":false,""dose_invention"":false,""diagnosis_invention"":false,""expansion_beyond_cited_evidence"":false}}]"
"10","gp-constipation","Constipation","General Medicine / GP","gp-constipation--legacy-diagnosis-label--diagnosis","workflow_identity","legacy_diagnosis_label","IBS / functional","optional","unsupported_legacy_review_required","[]","partial_applicability","clinical_decision","true","true","0","[]"
"10","gp-constipation","Constipation","General Medicine / GP","gp-constipation--matching-alias--alias-1","aliases_and_matching_terms","matching_alias","Constipation","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","1","[{""workflow_id"":""gp-constipation"",""item_id"":""gp-constipation--matching-alias--alias-1"",""source_id"":""dha-telehealth-constipation-v2-2024"",""official_source_title"":""DHA Telehealth Clinical Guidelines for Virtual Management of Constipation – 04"",""official_url"":""https://dha.gov.ae/uploads/032024/04%20-%20DHA%20Telehealth%20Clinical%20Guidelines%20for%20Virtual%20Management%20Of%20Constipation2024324786.pdf"",""evidence_location"":{""section_id"":""dha-constipation-v2-history"",""heading"":""5. Recommendation — constipation history"",""locator"":""pages 9–10""},""concise_evidence_summary"":""Specifies nature, onset, duration, bowel diary, secondary causes, straining, incomplete evacuation, abdominal pain, bleeding, and medication context."",""exact_relationship"":""The exact constipation history section supports these bowel-habit and associated-history fields without supporting the IBS diagnosis label."",""support_classification"":""partial_support"",""jurisdiction"":""Dubai, United Arab Emirates"",""uae_applicability"":{""classification"":""uae_specific"",""research_assessment"":""Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.""},""evidence_date_provenance"":{""publication_date"":null,""effective_date"":null,""revision_date"":null,""version"":""Version 2; Issue 2; DHA/HRS/HPSD/CG-15"",""verification_date"":""2026-07-11"",""recency_basis"":""weaker_metadata"",""basis_field"":""recency_verification.revision_due"",""basis_raw_value"":""2029-02-21"",""basis_precision"":""day""},""source_recency_status"":""weaker_metadata_current"",""reviewer_required"":true,""safety_review_required"":false,""candidate_status"":""clinician_review_required"",""authority"":{""generated_for"":""qualified_clinician_review"",""approval_status"":""not_approved"",""production_use"":""prohibited_until_qualified_clinician_approval_and_existing_signing_controls_complete"",""autonomous_treatment_recommendation"":false,""dose_invention"":false,""diagnosis_invention"":false,""expansion_beyond_cited_evidence"":false}}]"
"10","gp-constipation","Constipation","General Medicine / GP","gp-constipation--matching-alias--alias-2","aliases_and_matching_terms","matching_alias","difficulty passing stool","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","1","[{""workflow_id"":""gp-constipation"",""item_id"":""gp-constipation--matching-alias--alias-2"",""source_id"":""dha-telehealth-constipation-v2-2024"",""official_source_title"":""DHA Telehealth Clinical Guidelines for Virtual Management of Constipation – 04"",""official_url"":""https://dha.gov.ae/uploads/032024/04%20-%20DHA%20Telehealth%20Clinical%20Guidelines%20for%20Virtual%20Management%20Of%20Constipation2024324786.pdf"",""evidence_location"":{""section_id"":""dha-constipation-v2-history"",""heading"":""5. Recommendation — constipation history"",""locator"":""pages 9–10""},""concise_evidence_summary"":""Specifies nature, onset, duration, bowel diary, secondary causes, straining, incomplete evacuation, abdominal pain, bleeding, and medication context."",""exact_relationship"":""The exact constipation history section supports these bowel-habit and associated-history fields without supporting the IBS diagnosis label."",""support_classification"":""partial_support"",""jurisdiction"":""Dubai, United Arab Emirates"",""uae_applicability"":{""classification"":""uae_specific"",""research_assessment"":""Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.""},""evidence_date_provenance"":{""publication_date"":null,""effective_date"":null,""revision_date"":null,""version"":""Version 2; Issue 2; DHA/HRS/HPSD/CG-15"",""verification_date"":""2026-07-11"",""recency_basis"":""weaker_metadata"",""basis_field"":""recency_verification.revision_due"",""basis_raw_value"":""2029-02-21"",""basis_precision"":""day""},""source_recency_status"":""weaker_metadata_current"",""reviewer_required"":true,""safety_review_required"":false,""candidate_status"":""clinician_review_required"",""authority"":{""generated_for"":""qualified_clinician_review"",""approval_status"":""not_approved"",""production_use"":""prohibited_until_qualified_clinician_approval_and_existing_signing_controls_complete"",""autonomous_treatment_recommendation"":false,""dose_invention"":false,""diagnosis_invention"":false,""expansion_beyond_cited_evidence"":false}}]"
"10","gp-constipation","Constipation","General Medicine / GP","gp-constipation--matching-alias--alias-3","aliases_and_matching_terms","matching_alias","infrequent bowel movements","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","1","[{""workflow_id"":""gp-constipation"",""item_id"":""gp-constipation--matching-alias--alias-3"",""source_id"":""dha-telehealth-constipation-v2-2024"",""official_source_title"":""DHA Telehealth Clinical Guidelines for Virtual Management of Constipation – 04"",""official_url"":""https://dha.gov.ae/uploads/032024/04%20-%20DHA%20Telehealth%20Clinical%20Guidelines%20for%20Virtual%20Management%20Of%20Constipation2024324786.pdf"",""evidence_location"":{""section_id"":""dha-constipation-v2-history"",""heading"":""5. Recommendation — constipation history"",""locator"":""pages 9–10""},""concise_evidence_summary"":""Specifies nature, onset, duration, bowel diary, secondary causes, straining, incomplete evacuation, abdominal pain, bleeding, and medication context."",""exact_relationship"":""The exact constipation history section supports these bowel-habit and associated-history fields without supporting the IBS diagnosis label."",""support_classification"":""partial_support"",""jurisdiction"":""Dubai, United Arab Emirates"",""uae_applicability"":{""classification"":""uae_specific"",""research_assessment"":""Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.""},""evidence_date_provenance"":{""publication_date"":null,""effective_date"":null,""revision_date"":null,""version"":""Version 2; Issue 2; DHA/HRS/HPSD/CG-15"",""verification_date"":""2026-07-11"",""recency_basis"":""weaker_metadata"",""basis_field"":""recency_verification.revision_due"",""basis_raw_value"":""2029-02-21"",""basis_precision"":""day""},""source_recency_status"":""weaker_metadata_current"",""reviewer_required"":true,""safety_review_required"":false,""candidate_status"":""clinician_review_required"",""authority"":{""generated_for"":""qualified_clinician_review"",""approval_status"":""not_approved"",""production_use"":""prohibited_until_qualified_clinician_approval_and_existing_signing_controls_complete"",""autonomous_treatment_recommendation"":false,""dose_invention"":false,""diagnosis_invention"":false,""expansion_beyond_cited_evidence"":false}}]"
"10","gp-constipation","Constipation","General Medicine / GP","gp-constipation--matching-alias--alias-4","aliases_and_matching_terms","matching_alias","hard stool","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","1","[{""workflow_id"":""gp-constipation"",""item_id"":""gp-constipation--matching-alias--alias-4"",""source_id"":""dha-telehealth-constipation-v2-2024"",""official_source_title"":""DHA Telehealth Clinical Guidelines for Virtual Management of Constipation – 04"",""official_url"":""https://dha.gov.ae/uploads/032024/04%20-%20DHA%20Telehealth%20Clinical%20Guidelines%20for%20Virtual%20Management%20Of%20Constipation2024324786.pdf"",""evidence_location"":{""section_id"":""dha-constipation-v2-history"",""heading"":""5. Recommendation — constipation history"",""locator"":""pages 9–10""},""concise_evidence_summary"":""Specifies nature, onset, duration, bowel diary, secondary causes, straining, incomplete evacuation, abdominal pain, bleeding, and medication context."",""exact_relationship"":""The exact constipation history section supports these bowel-habit and associated-history fields without supporting the IBS diagnosis label."",""support_classification"":""partial_support"",""jurisdiction"":""Dubai, United Arab Emirates"",""uae_applicability"":{""classification"":""uae_specific"",""research_assessment"":""Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.""},""evidence_date_provenance"":{""publication_date"":null,""effective_date"":null,""revision_date"":null,""version"":""Version 2; Issue 2; DHA/HRS/HPSD/CG-15"",""verification_date"":""2026-07-11"",""recency_basis"":""weaker_metadata"",""basis_field"":""recency_verification.revision_due"",""basis_raw_value"":""2029-02-21"",""basis_precision"":""day""},""source_recency_status"":""weaker_metadata_current"",""reviewer_required"":true,""safety_review_required"":false,""candidate_status"":""clinician_review_required"",""authority"":{""generated_for"":""qualified_clinician_review"",""approval_status"":""not_approved"",""production_use"":""prohibited_until_qualified_clinician_approval_and_existing_signing_controls_complete"",""autonomous_treatment_recommendation"":false,""dose_invention"":false,""diagnosis_invention"":false,""expansion_beyond_cited_evidence"":false}}]"
"10","gp-constipation","Constipation","General Medicine / GP","gp-constipation--matching-alias--alias-5","aliases_and_matching_terms","matching_alias","IBS / Functional constipation","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"10","gp-constipation","Constipation","General Medicine / GP","gp-constipation--matching-alias--alias-6","aliases_and_matching_terms","matching_alias","irritable bowel syndrome","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","0","[]"
"10","gp-constipation","Constipation","General Medicine / GP","gp-constipation--matching-alias--alias-7","aliases_and_matching_terms","matching_alias","chronic constipation","optional","unsupported_legacy_review_required","[]","partial_applicability","routine_documentation","true","false","1","[{""workflow_id"":""gp-constipation"",""item_id"":""gp-constipation--matching-alias--alias-7"",""source_id"":""dha-telehealth-constipation-v2-2024"",""official_source_title"":""DHA Telehealth Clinical Guidelines for Virtual Management of Constipation – 04"",""official_url"":""https://dha.gov.ae/uploads/032024/04%20-%20DHA%20Telehealth%20Clinical%20Guidelines%20for%20Virtual%20Management%20Of%20Constipation2024324786.pdf"",""evidence_location"":{""section_id"":""dha-constipation-v2-history"",""heading"":""5. Recommendation — constipation history"",""locator"":""pages 9–10""},""concise_evidence_summary"":""Specifies nature, onset, duration, bowel diary, secondary causes, straining, incomplete evacuation, abdominal pain, bleeding, and medication context."",""exact_relationship"":""The exact constipation history section supports these bowel-habit and associated-history fields without supporting the IBS diagnosis label."",""support_classification"":""partial_support"",""jurisdiction"":""Dubai, United Arab Emirates"",""uae_applicability"":{""classification"":""uae_specific"",""research_assessment"":""Verified for Dubai and DHA-licensed telehealth only; broader UAE applicability is not asserted.""},""evidence_date_provenance"":{""publication_date"":null,""effective_date"":null,""revision_date"":null,""version"":""Version 2; Issue 2; DHA/HRS/HPSD/CG-15"",""verification_date"":""2026-07-11"",""recency_basis"":""weaker_metadata"",""basis_field"":""recency_verification.revision_due"",""basis_raw_value"":""2029-02-21"",""basis_precision"":""day""},""source_recency_status"":""weaker_metadata_current"",""reviewer_required"":true,""safety_review_required"":false,""candidate_status"":""clinician_review_required"",""authority"":{""generated_for"":""qualified_clinician_review"",""approval_status"":""not_approved"",""production_use"":""prohibited_until_qualified_clinician_approval_and_existing_signing_controls_complete"",""autonomous_treatment_recommendation"":false,""dose_invention"":false,""diagnosis_invention"":false,""expansion_beyond_cited_evidence"":false}}]"
